    Nasion	110	-0.000000	9.940410	0.000000
      Left	108	-8.133730	0.401147	0.000000
     Right	114	8.133730	-0.401147	0.000000
         1	69	-2.065820	10.149000	6.125860
         2	69	0.285020	10.388400	6.180390
         3	69	3.309520	9.714950	6.164560
         4	69	-0.991191	10.074600	7.522000
         5	69	1.786240	9.930820	7.503040
         6	69	-4.363770	8.798940	6.275760
         7	69	-1.792490	9.448160	8.579990
         8	69	3.359830	8.710990	8.710610
         9	69	5.907600	7.230720	6.132050
        10	69	-3.619370	8.332180	8.826170
        11	69	-0.481245	8.239690	10.687000
        12	69	1.711620	8.135000	10.457900
        13	69	4.896630	7.155070	8.924410
        14	69	-6.117420	6.236130	6.330430
        15	69	-5.245180	6.885670	8.270500
        16	69	-4.326150	6.646960	9.951160
        17	69	-2.139360	7.226200	11.095900
        18	69	0.429138	6.756580	11.812800
        19	69	3.413450	6.219870	11.077000
        20	69	4.998970	5.312790	10.227000
        21	69	6.364190	4.677680	8.259500
        22	69	7.179610	4.219360	6.036620
        23	69	-6.282800	5.427990	7.541670
        24	69	-5.465980	5.395380	9.383120
        25	69	-4.053000	5.433760	11.074200
        26	69	-0.804959	5.317830	12.565300
        27	69	1.949600	4.818330	12.545100
        28	69	4.294870	4.444980	11.389900
        29	69	6.307820	3.390730	9.663130
        30	69	7.278750	3.200290	7.218620
        31	69	-7.280230	4.857820	4.025740
        32	69	-7.309240	4.106830	5.728070
        33	69	-6.523350	4.237870	8.618840
        34	69	-4.933220	3.908650	11.106700
        35	69	-2.794850	3.785300	12.687600
        36	69	0.180266	3.519520	13.448400
        37	69	2.827120	2.996510	12.886900
        38	69	5.363990	2.176340	11.353600
        39	69	7.224850	1.801010	8.826650
        40	69	7.678580	1.229140	5.702390
        41	69	7.473670	2.700430	4.091740
        42	69	-7.350770	2.704910	6.950060
        43	69	-6.605470	2.562680	9.918400
        44	69	-4.681870	2.341150	12.161500
        45	69	-1.839920	1.817830	13.899000
        46	69	1.553590	1.566280	14.069500
        47	69	4.656160	1.038470	12.640000
        48	69	7.017620	0.329613	10.157500
        49	69	7.785940	-0.396316	7.003270
        50	69	-7.608310	2.408740	3.572480
        51	69	-7.795930	0.768656	5.142770
        52	69	-7.587990	0.567879	8.365510
        53	69	-6.156370	0.895601	11.431300
        54	69	-4.005970	-0.067675	13.617500
        55	69	2.967050	-1.075550	14.106300
        56	69	5.734480	-1.609620	12.023100
        57	69	7.527940	-1.981830	8.949680
        58	69	7.833220	-1.727950	5.481520
        59	69	7.765410	-0.107296	3.815720
        60	69	-7.837070	-0.716225	6.644590
        61	69	-7.499490	-0.667710	9.559800
        62	69	-5.573590	-1.424700	12.540700
        63	69	-2.226150	-2.298030	14.453200
        64	69	1.245050	-2.670060	14.612200
        65	69	4.698690	-3.429150	12.776900
        66	69	6.740270	-3.512700	9.927770
        67	69	7.508270	-3.365500	6.813570
        68	69	-7.979850	-3.453260	3.726670
        69	69	-8.002780	-2.260140	5.269650
        70	69	-7.780690	-2.333570	7.812760
        71	69	-6.586050	-2.756110	10.945800
        72	69	-3.840820	-3.638240	13.388800
        73	69	-0.302131	-4.567220	14.034300
        74	69	2.848750	-4.972200	13.224700
        75	69	5.437600	-4.896940	10.970800
        76	69	6.769210	-4.747020	8.241300
        77	69	7.168760	-4.701500	5.327910
        78	69	6.462540	-6.045680	3.638160
        79	69	-7.600190	-4.180630	6.456820
        80	69	-7.052870	-4.111030	8.943420
        81	69	-5.449520	-4.708980	11.243900
        82	69	-2.225680	-6.196780	12.520500
        83	69	1.220650	-6.552150	12.535300
        84	69	4.006860	-6.488760	11.089400
        85	69	5.570260	-6.266100	8.913650
        86	69	6.397900	-6.048730	6.190330
        87	69	-6.643850	-6.314920	3.225810
        88	69	-7.206720	-5.328700	4.763840
        89	69	-6.711480	-5.551990	7.140220
        90	69	-5.965010	-5.718170	9.239500
        91	69	-3.711830	-7.163110	10.591600
        92	69	-0.755016	-7.499530	11.459700
        93	69	1.578530	-7.890590	10.787500
        94	69	4.301870	-7.458470	9.338070
        95	69	5.375090	-7.195630	7.271810
        96	69	5.908660	-6.890320	4.884350
        97	69	5.288920	-7.545100	3.341290
        98	69	-5.381910	-7.122440	8.028250
        99	69	-2.285340	-8.556450	9.537980
       100	69	0.369350	-8.889290	9.602760
       101	69	3.864070	-8.640280	7.635050
       102	69	-6.235940	-6.774830	5.769860
       103	69	-4.560070	-8.631540	6.425410
       104	69	-3.274790	-8.912870	8.097790
       105	69	-0.798477	-9.644790	8.037300
       106	69	1.812450	-9.589740	7.844430
       107	69	2.919510	-9.596290	6.357110
       108	69	4.980570	-8.071930	5.842650
       109	69	-2.010990	-9.929170	6.435390
       110	69	0.637397	-10.240800	6.393980
       111	69	-5.555030	-7.891040	4.392530
       112	69	-3.036880	-9.846130	4.649980
       113	69	-0.580758	-10.469900	4.679770
       114	69	1.586180	-10.300000	4.678420
       115	69	4.258130	-8.799880	4.332380
       116	69	-1.825060	-10.302500	3.668820
       117	69	0.643428	-10.487000	3.636020
       118	69	-2.878010	-10.076700	2.461660
       119	69	-0.698526	-10.449700	2.446870
       120	69	1.582550	-10.353200	2.448090
       121	69	-4.491940	8.804380	3.870610
       122	69	-1.375540	10.293200	3.964710
       123	69	1.357220	10.278400	4.074280
       124	69	4.331070	9.094040	4.135050
  Centroid	99	0.002213	-0.533803	5.286860
       Ref	120	7.266530	0.446623	-2.090830
