6.74909e-07	-2.28807e-18	0.239087	8.50025e-07	9.72781e-19	0.285371	1.06581e-06	-4.97017e-18	0.348778	1.33867e-06	-5.63295e-18	0.439354	1.68143e-06	1.44584e-18	0.575938	2.09266e-06	3.70235e-18	0.797507	2.51837e-06	2.5904e-18	1.19627	2.64509e-06	6.98049e-18	2.03786	1.35538e-07	1.12671e-17	4.38337	-2.26312e-05	3.36133e-17	16.7568	
0.0660798	-0.203384	0.106913	0.0733754	-0.225839	0.0963143	0.0800287	-0.246317	0.0802003	0.0852931	-0.26252	0.0588229	0.0884669	-0.272288	0.0334734	0.0891088	-0.274263	0.00635373	0.0871928	-0.268365	-0.0199694	0.0831086	-0.255792	-0.0432884	0.0775048	-0.238538	-0.062307	0.0710201	-0.218563	-0.0797325	
0.213845	-3.86761e-18	0.10692	0.237457	1.27113e-19	0.0963226	0.258991	-4.93155e-18	0.0802105	0.27603	-7.55671e-18	0.0588345	0.286305	-1.59069e-18	0.0334855	0.288386	-9.46114e-20	0.00636536	0.282187	-1.10168e-18	-0.0199593	0.26897	-1.31991e-18	-0.0432806	0.250831	-6.59223e-18	-0.0623017	0.229834	-9.14234e-18	-0.0797293	
0.0660798	0.203384	0.106913	0.0733754	0.225839	0.0963143	0.0800287	0.246317	0.0802003	0.0852931	0.26252	0.0588229	0.0884669	0.272288	0.0334734	0.0891088	0.274263	0.00635373	0.0871928	0.268365	-0.0199694	0.0831086	0.255792	-0.0432884	0.0775048	0.238538	-0.062307	0.0710201	0.218563	-0.0797325	
-0.173009	0.125688	0.106923	-0.192112	0.139566	0.0963258	-0.209535	0.152223	0.0802135	-0.223321	0.162239	0.058837	-0.231634	0.168278	0.0334873	-0.233317	0.169501	0.0063661	-0.2283	0.165858	-0.0199595	-0.217605	0.158089	-0.0432818	-0.202925	0.147427	-0.0623036	-0.185928	0.135082	-0.0797318	
-0.173009	-0.125688	0.106923	-0.192112	-0.139566	0.0963258	-0.209535	-0.152223	0.0802135	-0.223321	-0.162239	0.058837	-0.231634	-0.168278	0.0334873	-0.233317	-0.169501	0.0063661	-0.2283	-0.165858	-0.0199595	-0.217605	-0.158089	-0.0432818	-0.202925	-0.147427	-0.0623036	-0.185928	-0.135082	-0.0797318	
-0.0660798	-0.203384	-0.106913	-0.0587668	-0.180875	-0.11255	-0.0518648	-0.159632	-0.114205	-0.0456112	-0.140385	-0.112966	-0.0400968	-0.123413	-0.109833	-0.0353177	-0.108704	-0.10564	-0.0312177	-0.0960872	-0.101042	-0.0277177	-0.0853181	-0.0964949	-0.0247298	-0.0761295	-0.0922067	-0.0221473	-0.0682013	-0.0919599	
0.173009	-0.125688	-0.106923	0.153861	-0.111777	-0.112557	0.13579	-0.098648	-0.114211	0.119417	-0.0867531	-0.11297	0.104979	-0.0762646	-0.109835	0.092468	-0.0671749	-0.105642	0.0817361	-0.0593779	-0.101043	0.0725767	-0.0527229	-0.0964954	0.0647629	-0.0470446	-0.0922068	0.0580257	-0.0421453	-0.0919597	
0.173009	0.125688	-0.106923	0.153861	0.111777	-0.112557	0.13579	0.098648	-0.114211	0.119417	0.0867531	-0.11297	0.104979	0.0762646	-0.109835	0.092468	0.0671749	-0.105642	0.0817361	0.0593779	-0.101043	0.0725767	0.0527229	-0.0964954	0.0647629	0.0470446	-0.0922068	0.0580257	0.0421453	-0.0919597	
-0.0660798	0.203384	-0.106913	-0.0587668	0.180875	-0.11255	-0.0518648	0.159632	-0.114205	-0.0456112	0.140385	-0.112966	-0.0400968	0.123413	-0.109833	-0.0353177	0.108704	-0.10564	-0.0312177	0.0960872	-0.101042	-0.0277177	0.0853181	-0.0964949	-0.0247298	0.0761295	-0.0922067	-0.0221473	0.0682013	-0.0919599	
