6.96842e-07	-5.27665e-18	0.238826	8.8752e-07	-4.03441e-18	0.285031	1.15485e-06	-9.55262e-18	0.34832	1.55518e-06	-4.36128e-18	0.438711	2.19801e-06	-6.542e-18	0.575	3.30958e-06	1.46207e-18	0.796083	5.38333e-06	-2.00154e-18	1.19404	9.61741e-06	-3.05359e-20	2.03445	1.99461e-05	-4.04145e-18	4.37989	5.32057e-05	-1.42437e-17	16.7227	
0.0660091	-0.203161	0.1068	0.0732933	-0.22558	0.0962202	0.079937	-0.246028	0.0801371	0.0851954	-0.262212	0.0588024	0.0883687	-0.271978	0.0335059	0.0890167	-0.273972	0.00644758	0.0871129	-0.268112	-0.0198062	0.0830472	-0.255598	-0.0430418	0.0774737	-0.238443	-0.0619259	0.0710916	-0.218797	-0.0761987	
0.213611	-8.09077e-18	0.106807	0.237185	-7.73984e-18	0.0962286	0.258687	-1.38229e-17	0.0801472	0.275707	-7.22391e-18	0.0588137	0.28598	-9.20194e-18	0.0335175	0.28808	-5.2853e-19	0.00645834	0.281921	-6.801e-18	-0.0197972	0.268765	4.73347e-19	-0.0430351	0.250728	-3.79084e-18	-0.0619213	0.230073	-4.90452e-18	-0.0761957	
0.0660091	0.203161	0.1068	0.0732933	0.22558	0.0962202	0.079937	0.246028	0.0801371	0.0851954	0.262212	0.0588024	0.0883687	0.271978	0.0335059	0.0890167	0.273972	0.00644758	0.0871129	0.268112	-0.0198062	0.0830472	0.255598	-0.0430418	0.0774737	0.238443	-0.0619259	0.0710916	0.218797	-0.0761987	
-0.172818	0.125553	0.106808	-0.19189	0.139409	0.0962303	-0.209287	0.152047	0.080149	-0.223056	0.162051	0.0588155	-0.231368	0.16809	0.0335191	-0.233067	0.169324	0.00645956	-0.228084	0.165704	-0.0197965	-0.21744	0.157972	-0.043035	-0.202847	0.14737	-0.0619223	-0.186135	0.135228	-0.0761983	
-0.172818	-0.125553	0.106808	-0.19189	-0.139409	0.0962303	-0.209287	-0.152047	0.080149	-0.223056	-0.162051	0.0588155	-0.231368	-0.16809	0.0335191	-0.233067	-0.169324	0.00645956	-0.228084	-0.165704	-0.0197965	-0.21744	-0.157972	-0.043035	-0.202847	-0.14737	-0.0619223	-0.186135	-0.135228	-0.0761983	
-0.0660091	-0.203161	-0.1068	-0.0587076	-0.180689	-0.112428	-0.0518162	-0.159478	-0.114083	-0.0455718	-0.14026	-0.112847	-0.0400652	-0.123311	-0.109714	-0.0352926	-0.108623	-0.105516	-0.0311986	-0.0960228	-0.100906	-0.027705	-0.0852706	-0.0963617	-0.0247276	-0.0761076	-0.0921784	-0.0221823	-0.0682751	-0.0883167	
0.172818	-0.125553	-0.106808	0.153701	-0.111664	-0.112434	0.135658	-0.0985557	-0.114087	0.11931	-0.0866783	-0.11285	0.104893	-0.0762044	-0.109716	0.0923984	-0.0671269	-0.105518	0.0816806	-0.0593403	-0.100907	0.0725347	-0.0526956	-0.096362	0.0647406	-0.047033	-0.0921784	0.0580791	-0.0421927	-0.0883163	
0.172818	0.125553	-0.106808	0.153701	0.111664	-0.112434	0.135658	0.0985557	-0.114087	0.11931	0.0866783	-0.11285	0.104893	0.0762044	-0.109716	0.0923984	0.0671269	-0.105518	0.0816806	0.0593403	-0.100907	0.0725347	0.0526956	-0.096362	0.0647406	0.047033	-0.0921784	0.0580791	0.0421927	-0.0883163	
-0.0660091	0.203161	-0.1068	-0.0587076	0.180689	-0.112428	-0.0518162	0.159478	-0.114083	-0.0455718	0.14026	-0.112847	-0.0400652	0.123311	-0.109714	-0.0352926	0.108623	-0.105516	-0.0311986	0.0960228	-0.100906	-0.027705	0.0852706	-0.0963617	-0.0247276	0.0761076	-0.0921784	-0.0221823	0.0682751	-0.0883167	
